user_utterance,therapist_utterance,label
그래서 이 모든 것들에 대처하는 방법을 찾고 싶어요.,내담자님은 불안함을 극복하고 더 확신을 가지고 선택할 수 있는 방법을 찾고자 하시는군요.,Complex Reflection
"네, 제가 스스로 결정하기에 더 확신을 가질 수 있었으면 해요.",스스로 결정하는 과정에서 확신을 가질 수 있도록 내면의 힘을 찾으려 하시는 모습이 인상적입니다.,Affirm
제가 책임져야 할 것들이 너무 많다는 생각이 자주 들어요.,그런 생각에 사로잡힐 때는 분명 힘이 드실 거예요.,Complex Reflection
"네, 그래서 종종 제 자신이 갇힌 느낌이 들어요.",부담스러운 책임감에 자유롭지 못한 마음을 느끼고 계시는군요.,Complex Reflection
정확히 그렇습니다. 때론 숨 쉬기조차 힘들어요.,무거운 짐을 지고 계시며 때로는 그 짐이 숨을 막히게 만드는군요.,Complex Reflection
저 혼자서는 벗어날 수 없는 짐처럼 느껴집니다.,혼자서는 벗어날 수 없는 무게를 지고 계시는군요.,Simple Reflection
"맞아요, 혼자서는 해결하기 어렵다는 걸 느껴요.",이러한 상황에서 어떤 지원이나 도움이 필요하다고 생각하시나요?,Open Question
사실 저도 잘 모르겠어요. 어떤 도움을 받을 수 있는지조차 감이 안 오네요.,도움의 형태를 파악하기 어려울 때가 있죠.,General
"네, 정말 그렇네요. 어디서부터 시작해야 할지 막막해요.",시작점을 찾기 어려울 때가 있음을 이해합니다.,General
어쩌면 제가 먼저 제 마음을 열 필요가 있을지도 모르겠어요.,마음을 열기 위해 어떤 방법을 고려하고 계시나요?,Open Question
"아직 구체적인 방법은 모르겠지만, 조금씩 사람들과 소통하는 연습을 해보고 싶어요.",소통을 통한 변화를 모색하고 계시군요. 용기 있는 시도입니다.,Affirm
"네, 용기를 내어보려 합니다.",내담자님의 용기 있는 결정을 응원합니다.,Affirm
"제가 최근에 성인이 되었는데요, 제 삶이 점점 더 힘들어지고 있다고 느껴져요.",성인이 된다는 것은 새로운 도전과 책임이 따르기도 하죠.,General
"네, 그 중에서도 엄마와의 관계가 가장 큰 부분을 차지하고 있어요.",엄마와의 관계가 성인으로서의 새로운 삶에서 중요한 위치를 차지하고 있군요.,Complex Reflection
"맞아요, 엄마와의 관계 때문에 스트레스를 많이 받고 있어요.",엄마와의 관계로 인한 스트레스가 상당하신 것 같아요.,Complex Reflection
"네, 매번 대화를 시도해도 엄마는 제 마음을 이해하지 못하는 것 같아서 더 마음이 힘들어요.",엄마와 대화할 때 어떤 방식으로 접근하시나요?,Open Question
"저는 주로 엄마에게 제가 주중에 얼마나 바쁜지, 그리고 주말에 휴식이 필요한 이유를 차분하게 설명해보려고 해요.",엄마에게 본인의 상황을 이해시키기 위해 노력하고 계시네요.,Complex Reflection
"네, 그런데도 엄마는 제 말을 잘 받아들이지 않으시고, 제 필요와 희망을 이해해주지 않으세요.",내담자님의 의사를 전달하려는 노력이 소통에 있어서 어려움을 겪고 있음에도 불구하고 계속 시도하고 계시네요.,Complex Reflection
맞아요. 계속 노력은 하고 있지만 정말 바뀌지 않는다는 느낌을 받을 때가 많아서 상황이 좀 답답해요.,상황이 변하지 않아 답답함을 느끼고 계시군요.,Simple Reflection
그렇습니다. 제 상황을 좀 더 잘 이해해 줄 수 있는 방법을 찾고 싶어요.,언제 엄마가 내담자님의 말에 가장 긍정적으로 반응했다고 느낀 경험이 있으신가요?,Open Question
어렸을 때 제가 아팠을 때는 저를 많이 챙겨주시고 걱정해 주셨던 기억이 나요.,어렸을 때 아프셨을 때 엄마의 걱정과 보살핌이 여전히 기억에 남아있군요.,Simple Reflection
부모님과의 관계가 저를 많이 힘들게 해요.,부모님과의 관계 때문에 힘든 감정을 느끼고 계시는군요.,Simple Reflection
"네, 정말 그렇습니다.",부모님과의 관계에서 어떤 부분이 가장 힘들다고 느끼시나요?,Open Question
제가 힘들 때 부모님의 적극적인 위로와 지지를 받지 못하는 것이 가장 어렵습니다.,내담자님은 부모님으로부터 어려울 때 필요한 위로와 지지를 충분히 받지 못해 고립감을 느끼고 계시는 것 같네요.,Complex Reflection
"맞아요, 그래서 저 자신이 너무 불쌍하고 짜증나요.",내담자님은 현재 상황에서 스스로를 돌볼 수 있는 방법을 찾지 못해 답답함과 함께 화도 느끼시는 거 같군요.,Complex Reflection
저 스스로를 돌보는 방법을 찾고 싶어요.,"자신을 돌보는 방법 중에서, 내담자님이 가장 시도해보고 싶은 것은 무엇인가요?",Open Question
사실 확실히 어떤 걸 해야 할지 모르겠어요.,가장 관심 가지고 있는 활동이나 취미가 있으신가요?,Open Question
그림 그리기가 저를 조금이라도 기분 좋게 만들어요.,그림을 그릴 때 조금이라도 기분이 좋아진다고 하셨군요.,Simple Reflection
"네, 그림 그리기를 통해 잠시나마 마음이 가벼워지는 것 같아요.",그림 그리기를 통해 마음이 가벼워진다고 느끼시는군요.,Simple Reflection
그림 그리기에 좀 더 시간을 할애해서 저 자신을 위로해보고 싶어요.,그림 그리기 외에도 내담자님을 위로하고 기분을 좋게 만들 수 있는 다른 방법이 있을까요?,Open Question
음악 듣기도 저를 진정시키는 데 도움이 되요.,그림 그리기와 음악 듣기가 내담자님을 진정시키고 안정감을 준다고 느끼시는군요.,Complex Reflection
그렇습니다. 이 두 가지 활동에 좀 더 집중해보려고 합니다.,그림 그리기와 음악 듣기를 통해 마음의 안정을 찾으려는 노력이 중요하게 느껴지네요.,Complex Reflection
아버지로 인한 고민과 앞으로의 삶에 대한 두려움이 저를 가장 많이 괴롭히고 있습니다.,아버지와의 관계와 미래에 대한 불안이 겹쳐서 상황이 복잡하게 느껴지시겠어요.,Complex Reflection
"네, 복잡하고 힘든 감정이 뒤엉키면서 어떻게 해야 할지 막막합니다.",정서적으로 꽤 어려움을 겪고 계시면서 해결 방향을 찾기 어려워하시는군요.,Complex Reflection
"맞아요, 그래서 저는 아버지와의 관계를 어떻게든 정리하고 싶어요.",어려운 상황 속에서도 문제를 해결하려는 의지를 보이시는군요. 정말 용기 있으십니다.,Affirm
감사합니다. 그래도 이 상황에서 벗어나야 된다는 생각이 점차 강해지고 있어요.,그런 상황 속에서도 앞으로 나아가려는 생각이 점점 더 선명해지고 계시네요.,Complex Reflection
"네, 저는 이제 제 자신을 위해 더 나은 삶을 꾸려가고 싶어요.",자신을 위한 긍정적인 변화를 추구하려는 결단력이 인상적입니다.,Affirm
그러려면 아버지와의 관계를 용기 있게 정리하는 일이 첫걸음이 될 것 같아요.,어려운 결정을 내리려 할 때 용기가 필요함을 잘 알고 계시네요.,Affirm
"네, 그 과정이 쉽지 않겠지만 결국엔 해야만 하는 일이라고 생각합니다.",미래를 위한 어려운 결정에 대해 생각하시면서도 행동할 준비가 되어 계시는군요.,Affirm
요즘 매일 같이 가족 간의 불화와 언니의 부정적인 태도 때문에 극도로 스트레스를 받고 있어요.,그런 상황들이 정서적으로 상당한 부담을 주고 있을 거라 생각됩니다.,Complex Reflection
"네, 정말 그렇습니다. 집에 있을 때마다 불안정하고 우울한 기분이 들어요.",가정 내에서 불화와 부정적인 태도로 인해 불안정함과 우울함을 느끼고 계시네요.,Complex Reflection
"맞아요, 그리고 이 모든 게 제 일상의 큰 부분을 차지해서 저로 하여금 마음의 여유를 찾지 못하게 만들고 있어요.",가족 간의 불화와 언니의 부정적인 태도가 내담자님의 일상적인 평온함을 방해하고 계시군요.,Complex Reflection
정확히 그렇습니다. 때로는 이런 환경에서 벗어나고 싶어도 실제로 행동으로 옮기기가 쉽지 않아요.,"가족 간의 불화와 언니의 부정적인 태도를 겪으며, 어떤 생각이 가장 자주 떠오르시나요?",Open Question
"제가 어떻게 이 상황을 조금이라도 나아지게 만들 수 있을까, 혹은 어떻게 하면 이런 환경에 좀 더 잘 대처할 수 있을까 하는 생각이 자주 들어요.",이 상황에서 어떤 대처 방안이나 조치들을 고려했을 때 내담자님에게 가장 실현 가능하다고 생각되나요?,Open Question
"저는 개인적인 시간을 좀 더 효과적으로 관리하고, 힘든 상황에서도 초점을 잃지 않기 위해 노력할 수 있을 것 같아요.",개인적 시간 관리와 초점 유지에 노력을 기울이시겠다는 계획을 갖고 계시군요.,Complex Reflection
"네, 그리고 가능한 한 제 자신을 위해 조금 더 긍정적인 활동들에 참여해보려고 합니다.",자신을 위한 긍정적인 활동들에 참여하려는 결심이 내담자님의 정서적 안정에 도움이 될 것입니다.,Advise
부모님과의 대화에서 제가 자주 우는 문제입니다.,그런 상황에서 자신의 감정을 드러내는 건 쉽지 않으셨겠어요.,Complex Reflection
"네, 그렇습니다. 감정을 조절하기가 정말 어려워요.",내담자님은 부모님과 대화할 때 감정 조절에 어려움을 겪고 계시는군요.,Complex Reflection
"네, 그런 상황이 반복될 때마다 저는 스스로를 너무 약한 사람으로 느껴져요.",감정이 흘러넘칠 때 자신을 약하다고 생각하시는군요.,Complex Reflection
"맞아요, 그런 순간에 저는 제 자신이 너무 속상합니다.",감정에 솔직한 모습이 자신에 대한 이해를 높이는 데 도움이 될 수 있습니다.,Complex Reflection
정말요? 그렇게 생각해보지 못했어요.,감정에 대해 솔직함은 때로 우리가 자신을 더 잘 알게 만드는 길입니다.,General
저도 제 감정에 좀 더 솔직해지려고 노력해볼게요.,부모님과의 대화에서 감정을 조절하는 데 어떤 방법을 시도해보고 싶으신가요?,Open Question
"대화를 시작하기 전에 깊게 숨을 쉬어보고, 조금 더 차분해지려고 노력하려고 해요.",대화의 시작 전에 스스로를 진정시키기 위해 노력하시는 모습이 인상적입니다.,Affirm
감사합니다. 저도 제 감정을 조금 더 이해하고 싶어요.,감정을 이해하려는 내담자님의 노력은 큰 변화를 가져올 수 있습니다.,Affirm
"안녕하세요, 최근 제가 겪고 있는 상황이 저를 너무 힘들게 해서요. 제가 일하던 회사에서 사람들 사이의 불화와 갈등이 많았고, 그 환경이 저를 많이 지치게 만들었어요.",그런 환경에서 일하는 것이 정말 에너지를 많이 소모하게 만들었을 거예요.,Simple Reflection
"네, 정말로 많이 지쳤고, 그게 제 기본적인 성격까지 변하게 만들었어요.",노출되었던 갈등이 심리적으로 큰 영향을 주었음을 느끼고 계시는군요.,Complex Reflection
"네, 사실 그 문제들이 저를 너무 지치게 만들어서 퇴사를 결정하게 됐어요.",갈등의 환경에서 벗어나려는 결단을 내리셨네요.,Complex Reflection
"네, 그랬습니다. 하지만 지금도 몸과 마음이 모두 회복되지 않은 상태에서 앞으로의 방향이 막막하게 느껴져요.",경험한 일들이 회복 과정에 있어 중요한 요인으로 작용하고 계시군요.,Complex Reflection
"네, 그리고 제가 제일 의지하고 싶은 가족인 엄마까지 저를 이해해주지 못하고 지속적으로 부정적인 말을 해서 더 힘든 상태에요.",가장 의지하고 싶은 분으로부터 이해받지 못하시니 더욱 큰 부담감을 느끼고 계시겠군요.,Complex Reflection
"네, 그러니까 지금 상황에서 어떻게 해야 할지 몰라 더 막막해지는 것 같아요.",현재 상황에서의 불확실성이 상당히 마음을 무겁게 하고 계시는군요.,Complex Reflection
"네, 정말로 그래요.",이 상황에서 내담자님께서 가장 필요로 하시는 것은 무엇인가요?,Open Question
